16600	1682232091.9260073	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3
16601	1682232091.9645336	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0
16602	1682232092.082893	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1
16603	1682232092.367411	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2
16604	1682232102.2258778	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3
16605	1682232120.273819	1	2	3	0	1	2	3	0	1	2	3	0	1	3	3	0
16606	1682232124.0724752	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1
16607	1682232133.4954	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2
16608	1682232142.8959374	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3
16609	1682232263.8699596	1	3	3	0	1	2	3	0	1	2	3	0	1	2	3	0
16610	1682232264.169454	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1
16611	1682232265.5903647	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2
16612	1682232283.9542253	0	1	2	3	0	1	2	3	0	1	3	3	0	1	2	3
16613	1682232284.6980908	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0
16614	1682232299.9415286	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1
16615	1682232305.871351	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2
16616	1682232312.5647898	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3
16617	1682232325.5665212	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0
16618	1682232325.8675096	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1
16619	1682232329.6975236	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2
16620	1682232335.5820534	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3
16621	1682232347.86843	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0
16622	1682232355.3600812	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1
16623	1682232365.4897592	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2
16624	1682232375.5972054	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3
16625	1682232377.2126822	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0
16626	1682232379.853202	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1
16627	1682232410.2377396	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2
16628	1682232417.6572027	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3
16629	1682232418.6830835	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0
16630	1682232419.9843733	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1
16631	1682232422.3791423	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2
16632	1682232426.8889189	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3
16633	1682232429.7203774	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0
16634	1682232445.936749	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1
16635	1682232481.2678719	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2
16636	1682232483.3687177	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3
16637	1682232578.1212897	1	2	3	0	1	2	3	0	2	2	3	0	1	2	3	0
16638	1682232582.7643337	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1
16639	1682232584.264572	3	0	2	2	3	0	1	2	3	0	1	2	3	0	1	2
16640	1682232584.7740304	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3
16641	1682232586.6825516	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0
16642	1682232618.6695142	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1
16643	1682232621.4642215	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2
16644	1682232621.7512994	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3
16645	1682232626.5036426	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0
16646	1682232629.226089	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1
16647	1682232633.1367798	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2
16648	1682232643.5516295	0	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3
16649	1682232682.2604852	1	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0
16650	1682232684.6347775	2	3	0	1	2	3	0	1	2	3	0	1	2	3	0	1
